element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Ne,-0.37143132090568504,0.11163367331027901,-0.160289391875267,0.21510623395442902,0.044246282428503,0.13627089560031802,0.17306125164031902,0.068218231201171,-0.030552292242646002,0.146158263087272,0.14052401483058902,-0.25930380821228,-0.025772478431463002,0.008220775052905001,-0.029408859089016002,0.15615324676036801
Na,-0.309443861246109,0.36654171347618103,-0.047993052750825,0.43022072315216003,0.12222272902727101,0.06901523470878601,-0.030191261321306003,0.007438918109983,-0.08592061698436701,-0.171345517039299,0.049961470067501006,-0.198099926114082,-0.003302392549812,-0.069769710302352,0.295524626970291,0.071686342358589
Mg,-0.13415765762329102,0.054760210216045005,-0.26434502005577004,0.07078169286251,-0.050255112349987,0.11945322155952401,0.132010027766227,0.110506169497966,-0.064646184444427,0.068450838327407,0.028430122882127002,-0.292062401771545,-0.05386926606297401,0.170183211565017,0.031277760863304,0.15270255506038602
Al,0.025758188217878,-0.6246507763862611,-0.132199257612228,-0.16447886824607802,-0.096246875822544,0.11413035541772801,0.136661127209663,0.067727729678153,-0.09259807318449001,0.206448346376419,0.373883157968521,-0.17316928505897503,-0.11670282483100801,0.31218293309211703,-0.09257697314023901,0.08035007119178701
Si,0.061916932463645005,-0.275507062673568,0.11393161863088601,0.108374737203121,-0.22346630692481903,0.06354483962059,-0.095344491302967,0.229066878557205,0.277394950389862,0.113397702574729,0.11025132238864802,0.11946041136980001,-0.25061696767807,0.263587266206741,-0.05721424147486601,-0.09375459700822801
P,0.174443051218986,-0.380417823791503,0.242522373795509,0.06628219783306101,-0.148118361830711,-0.032125879079103005,-0.21938043832778903,0.042581822723150003,0.341781556606292,0.011655949987471001,-0.087770283222198,0.378760069608688,-0.202422901988029,0.15836982429027502,0.053793732076883004,-0.136217132210731
S,0.10135510563850401,-0.418306738138198,0.09945789724588301,-0.13006968796253202,0.24595236778259202,-0.325515568256378,-0.24281671643257102,-0.29928484559059104,0.14992333948612202,-0.23888888955116203,-0.21647635102272,0.032371208071708,0.007364213932305,0.247105419635772,-0.014150359667837,-0.040198631584644005
Cl,-0.058629740029573,-0.365472823381423,-0.022960282862186,0.07967805117368601,0.375443637371063,-0.08728043735027301,-0.185591042041778,-0.32725447416305503,0.023106658831238,-0.22926203906536102,-0.15320037305355,-0.224341496825218,-0.031518131494522005,0.27818217873573303,0.171787291765213,0.14802509546279902
Ar,-0.26717057824134804,0.276139795780181,0.36508378386497503,0.041601505130529,0.044179160147905,-0.14241807162761602,0.060742523521184005,-0.07015416026115401,-0.31541872024536105,-0.013707973062992,0.11400844156742002,-0.178931981325149,0.735695302486419,-0.53420740365982,0.048678819090127,-0.35160344839096
K,-0.20722717046737602,0.30493053793907104,0.008925602771341001,0.45131129026412903,0.08835371583700101,0.108598068356513,-0.20768910646438601,-0.044247295707464,0.22634086012840202,-0.120421193540096,-0.154007390141487,-0.057415090501308004,-0.15842877328395802,-0.062349379062652005,0.24611119925975802,0.018383096903562
Ca,-0.23494736850261602,0.053775236010551,-0.31485003232955905,0.257564216852188,0.165365666151046,0.363046169281005,-0.029024166986346002,0.053838279098272004,-0.11091974377632101,-0.103107437491416,-0.146618768572807,-0.36145639419555603,-0.23551322519779203,0.254152625799179,0.29988706111907903,0.34842908382415705
Sc,-0.039274062961339,0.09549798071384401,-0.5758368968963621,-0.174434170126914,0.27498745918273904,0.451855182647705,0.260654389858245,0.26663655042648304,-0.28574886918067904,0.16336208581924402,0.020667562261223002,-0.24061590433120703,-0.005284206010401,-0.051580537110567,-0.014445145614445001,0.33079782128334
Ti,-0.007831193506717,-0.035953354090452,-0.189520314335823,-0.24053187668323503,-0.33081540465354903,0.35667303204536405,0.205656304955482,0.373222887516021,-0.34088468551635703,0.34207215905189503,0.254455626010894,0.088378131389617,-0.118196167051792,-0.07692970335483501,0.051160786300897,0.23008944094181003
V,0.010068781673908001,0.026370424777269003,0.08766144514083801,-0.09892698377370801,-0.5658162236213681,0.095152042806148,0.132265850901603,0.42445665597915605,-0.164542913436889,0.34736499190330505,0.32748019695281905,0.181354746222496,-0.082977227866649,-0.057816181331872,0.11341118812561,0.053151983767747005
Cr,-0.185047909617424,0.548863172531127,0.27127823233604403,0.09185799956321701,-0.513859868049621,-0.031194718554615003,0.207638055086135,0.37312576174736,0.014139199629426,0.279340028762817,0.30783188343048,0.025141151621937002,0.11738689243793402,-0.16176484525203702,-0.205282524228096,-0.27723294496536205
Mn,-0.026668727397918,0.34397467970848,0.22707945108413602,-0.104915544390678,-0.48720514774322504,-0.12743404507637002,0.18723650276660903,0.19983413815498302,0.053545154631137,0.226651728153228,0.150706022977828,0.042675655335187,0.027399914339184,-0.19965393841266602,-0.312556475400924,-0.155994653701782
Fe,0.127333000302314,0.463156551122665,0.5054023265838621,0.060875020921230004,-0.573830306529998,-0.163996636867523,0.047023214399814,0.219079971313476,0.049543436616659005,0.255811899900436,0.16050450503826102,0.43142199516296303,0.111889198422431,-0.36112859845161405,-0.10527115315198801,-0.33318412303924505
Co,0.42630848288536005,0.334699839353561,0.195493325591087,-0.27628442645072904,-0.164949491620063,-0.15461616218090002,0.30706587433815,0.27678096294403004,-0.34118402004241905,0.354966044425964,0.163975074887275,0.552477955818176,0.213371723890304,-0.403146356344223,-0.16818265616893702,-0.31185415387153603
Ni,0.449135154485702,0.05701895058155,0.38462197780609103,-0.322172343730926,-0.22096666693687403,-0.34503367543220503,0.26642695069313,0.07059178501367501,-0.305990815162658,0.249949738383293,0.492981880903244,0.608012676239013,0.264195561408996,-0.42149507999420105,-0.07195954024791701,-0.22050271928310303
Cu,0.18259364366531303,0.39242735505104004,0.067148342728614,-0.49541711807250904,0.061713706701993006,-0.24440169334411602,0.546862542629241,0.05289372429251601,-0.847658157348632,0.220031559467315,0.357463151216506,0.10354525595903301,0.50174880027771,-0.27624088525772,-0.386132955551147,-0.34753197431564303
Zn,0.160026505589485,0.041560802608728006,-0.12016036361455901,-0.31343951821327204,0.37032824754714905,-0.047682479023933,0.35532751679420405,-0.017568400129675,-0.770690739154815,0.10588811337947801,0.343970119953155,-0.079767346382141,0.342855006456375,-0.047555308789014004,0.07938944548368401,0.045131552964448006
Ga,0.27688390016555703,-0.14510369300842202,-0.10144264250993701,-0.185093894600868,0.330959826707839,-0.028048610314726004,0.08972772210836401,0.131675660610198,-0.23407605290412903,0.11780047416687,0.063503570854663,0.21407121419906602,0.119170680642127,0.0035847176332020002,0.10467115789651801,0.061847761273384004
Ge,0.163371682167053,-0.019719205796718,0.141641527414321,0.17959827184677102,0.025353258475661004,-0.061890285462141,0.07856923341751,0.133394420146942,0.11183650791645001,0.07184158265590601,0.10212129354476901,0.22348394989967302,0.132040232419967,0.011115608736872002,-0.039392177015542006,-0.259407699108123
As,0.30196082592010504,-0.001510583446361,0.14899685978889401,0.016403943300247,0.010783487930893001,-0.151102602481842,-0.163018628954887,-0.008902591653168,0.135368838906288,-0.015596014447510001,-0.20721364021301203,0.39965933561325,-0.170252695679664,-0.168432772159576,0.00935201626271,-0.13703721761703402
Se,0.10963793098926501,-0.071244955062866,0.23485854268074002,0.028984293341636002,0.15192981064319602,-0.45692786574363703,-0.102748773992061,-0.18642182648181901,0.153638333082199,-0.14379917085170701,-0.165713906288146,0.10152032226324001,0.21121907234191803,-0.01502804365009,-0.11259334534406601,-0.304798543453216
Br,-0.12254621088504701,0.021356558427214,0.11562915146350801,0.303200125694274,0.09969364851713101,-0.217278808355331,-0.208083108067512,-0.250223308801651,0.177690491080284,-0.243311494588851,-0.18134738504886602,0.07584387063980101,0.060944531112909005,-0.13595038652420002,0.233501523733139,-0.098233945667743
Kr,0.5509151816368101,0.406654685735702,0.6250452995300291,-0.63075965642929,-0.12943097949028,-0.6762012243270871,0.319937467575073,-0.39729195833206105,-0.5671448111534111,-0.085051342844963,0.457822769880294,0.43917450308799705,0.773053765296936,-0.5917891263961791,-0.5075244307518001,-0.5907243490219111
Rb,-0.222825899720191,0.17943796515464702,0.046466577798128,0.48983767628669705,0.028110379353165002,0.089301705360412,-0.161293059587478,-0.006785945501178001,0.36698383092880205,-0.116106070578098,-0.11085004359483701,0.108290545642375,-0.14924344420433,-0.096615076065063,0.356477946043014,-0.047841202467679006
Sr,-0.367375910282135,-0.16452391445636702,-0.274668872356414,0.427710145711898,0.10269688814878401,0.40741857886314303,-0.067365169525146,-0.026190550997853,0.17690913379192302,-0.14538875222206102,-0.086852945387363,-0.32953220605850203,-0.284103065729141,0.30611681938171303,0.334118574857711,0.249746710062026
Y,-0.11363793164491601,-0.18910305202007202,-0.47854116559028603,-0.05215889215469301,0.23336045444011602,0.5747078061103821,0.095799803733825,0.25657400488853405,-0.12245745211839601,0.021352631971240002,-0.18888646364212003,-0.349341094493865,-0.349800676107406,0.41810610890388406,0.04561667889356601,0.422425389289855
Zr,0.07282409071922301,-0.049700811505317,-0.40074357390403703,-0.24975019693374603,0.206184849143028,0.5062844753265381,0.167288273572921,0.492762625217437,-0.099844694137573,0.274580627679824,0.009348454885184002,0.021098833531141,-0.14906686544418302,0.24819807708263303,-0.148202791810035,0.08513477444648701
Nb,0.043916050344705006,0.221368089318275,-0.167420014739036,-0.16019946336746202,0.035169951617717,0.208514660596847,0.254413992166519,0.615821361541748,-0.056842941790819,0.339314937591552,0.014778580516576002,0.02335312962532,0.012892462313175,0.12626317143440202,-0.34421196579933105,-0.017282905057072
Mo,0.17774762213230103,0.06360260397195801,0.028239430859684,-0.299133092164993,-0.016718134284019002,0.07107905298471401,0.19349214434623702,0.610431492328643,-0.0063190334476530005,0.42598956823349,0.04590503126382801,0.27282041311264005,0.042616680264472004,0.09754081815481101,-0.36279079318046503,-0.208467364311218
Tc,0.242000043392181,0.012752309441566,-0.089484333992004,-0.59196788072586,-0.132912278175354,0.055601205676794004,0.525157392024993,0.45661514997482305,-0.22912521660327903,0.461676597595214,0.17881110310554502,0.23020240664482103,0.096543297171592,0.1304931640625,-0.521722495555877,-0.15830186009407002
Ru,0.6351237893104551,-0.018517868593335002,-0.07344207167625401,-0.838036596775054,0.06455414742231301,-0.11574828624725302,0.413217484951019,0.32771462202072105,-0.44843980669975203,0.34242945909500105,0.09010424464941001,0.401845663785934,0.207092210650444,0.10592732578516001,-0.6229697465896601,-0.20512484014034202
Rh,0.5422093272209161,-0.20779144763946503,0.41015475988388,-0.429233610630035,-0.182547807693481,-0.38681039214134205,0.12878984212875302,0.055907774716615004,0.173182874917984,0.23035719990730202,0.24153698980808203,0.552919745445251,0.070876225829124,0.014919896610081002,-0.294563591480255,-0.314465045928955
Pd,0.561477959156036,-0.189031288027763,0.169624224305152,-0.690464437007904,0.188208773732185,-0.41416716575622503,0.24486273527145302,-0.152191624045372,-0.266483753919601,0.147673770785331,0.099764645099639,0.40533858537673906,0.34096604585647505,-0.11350636184215501,-0.23654104769229803,-0.212607309222221
Ag,0.220025941729545,0.27169680595397905,0.259073019027709,-0.596787333488464,0.100354962050914,-0.381953716278076,0.626711547374725,-0.21899776160717002,-0.8554025888442991,0.14894132316112502,0.489197671413421,0.024341212585568,0.6638134717941281,-0.277437418699264,-0.5022671818733211,-0.343382328748703
Cd,0.144953623414039,0.28606554865837003,-0.191306814551353,-0.41079705953598006,0.41941279172897306,-0.09736476093530601,0.25910595059394803,-0.020564455538988002,-0.481968015432357,-0.10777532309293701,-0.11780890077352502,-0.168684184551239,0.419112563133239,-0.165165081620216,-0.25802922248840304,-0.267210155725479
In,0.008040683344006,-0.086962193250656,-0.15327048301696702,-0.468277692794799,0.035179223865270004,-0.09326457232236801,0.199020847678184,-0.022849097847938003,-0.26361921429634,0.026916481554508,0.061821464449167,-0.35379606485366805,0.278767824172973,0.22845521569252003,-0.241423696279525,-0.0018722905078900002
Sn,0.037526119500398004,-0.274510741233825,0.038438059389591,-0.326213419437408,-0.045173749327659,-0.09601321071386301,0.08231148868799201,0.026692982763051,-0.084521830081939,0.126090973615646,0.165471792221069,-0.014898853376507001,0.12902508676052002,0.46231701970100403,-0.11964329332113201,-0.14421020448207802
Sb,0.08753284066915501,-0.11823967844247801,0.124376736581325,-0.185172766447067,-0.059802368283271005,-0.17973500490188601,-0.06248179078102101,0.065347462892532,0.11314164847135501,0.08085811138153001,-0.091382309794425,0.15511327981948803,0.042575787752866,0.21055553853511802,-0.22185619175434101,-0.173448592424392
Te,0.017612421885132002,-0.12193054705858201,0.287495970726013,-0.05460026860237101,-0.048856310546398,-0.360597908496856,0.006929703522473,-0.095347210764884,0.160072207450866,0.023263316601514,0.08288694918155601,-0.06867232918739301,0.107627369463443,0.190089583396911,-0.281747370958328,-0.253415256738662
I,-0.09263963252305901,0.048169326037168,0.200707584619522,0.16046588122844602,0.032274678349494004,-0.274991154670715,-0.067093633115291,-0.225671857595443,0.094537742435932,-0.12481214106082901,-0.022278163582086,0.16429223120212502,0.06717941910028401,-0.12693454325199102,0.22023096680641102,-0.20196399092674203
Xe,0.234016239643096,0.06737916916608801,0.608183741569519,-1.217915177345275,-0.05472755804657901,-0.7091625928878781,0.678627669811248,-0.22046552598476402,-0.7005538940429681,0.09897592663764901,0.579602360725402,0.18645824491977603,0.9459961652755731,-0.272757709026336,-1.282049775123596,-0.683191537857055
Cs,-0.073443241417407,-0.047955863177776004,0.19055822491645802,0.44993740320205605,-0.12314222753047901,0.10218740999698601,-0.327122807502746,0.021206695586442,0.309177547693252,-0.14044128358364102,-0.012754185125231,0.23992565274238503,-0.296679377555847,-0.21341437101364102,0.583950936794281,0.052268452942371
Ba,-0.31885895133018405,-0.16483668982982602,-0.17301033437252,0.5706403851509091,0.08354367315769101,0.387636840343475,-0.252880841493606,0.152553603053092,0.564716696739196,-0.20807662606239302,-0.17684020102024,-0.25073572993278503,-0.36529719829559304,0.23961322009563402,0.352670609951019,0.275373935699462
La,-0.09163609892129801,-0.176653563976287,-0.531913101673126,0.193049326539039,0.19205914437770802,0.669735789299011,-0.063750781118869,0.28410243988037104,0.22394037246704102,-0.010331328958272,-0.327250689268112,-0.323477923870086,-0.44393527507781905,0.41185775399208,0.134357124567031,0.46223783493041903
Ce,-0.19783107936382202,0.145166367292404,-0.43861109018325806,0.11367673426866501,0.041113641113042006,0.7555166482925411,0.018072115257382,0.40856993198394703,0.16970022022724102,0.134811371564865,-0.07080877572298,-0.087585069239139,-0.33947670459747303,0.20794638991355802,0.027506127953529,0.239557862281799
Pr,-0.21501594781875602,-0.255390226840972,-0.41073906421661305,0.275224924087524,0.18265196681022602,0.5513342022895811,-0.052291963249444004,0.19662348926067302,0.279818475246429,0.10048717260360701,-0.019572265446186003,-0.534951031208038,-0.302904665470123,0.5879467129707331,-0.025084711611270002,0.33661499619483903
Nd,-0.24022926390171,-0.31795191764831504,-0.41562736034393305,0.24012488126754702,0.151468187570571,0.574535250663757,0.051685210317373005,0.208751231431961,0.264019817113876,0.123983100056648,-0.028157403692603004,-0.5307101607322691,-0.322717726230621,0.530494451522827,0.046533457934856005,0.312270820140838
Pm,-0.373917520046234,-0.045518077909946005,-0.545783579349517,0.188483327627182,0.10033149272203401,0.507119238376617,0.084902584552764,0.20100250840187,0.183701232075691,0.11834725737571701,-0.087546862661838,-0.5166583657264711,-0.34514015913009605,0.347948610782623,0.045327499508857005,0.321332842111587
Sm,-0.25712925195693903,-0.242511138319969,-0.5051884651184081,0.11776577681303001,0.09922875463962501,0.542774260044097,0.07564585655927601,0.22884921729564603,0.183705151081085,0.08185665309429101,-0.052627861499786,-0.47365245223045305,-0.310627311468124,0.535594940185546,0.007678113412111001,0.32946807146072304
Eu,-0.33163654804229703,0.10792478173971101,-0.23995095491409302,0.393691807985305,-0.10915306955575901,0.487176686525344,-0.17088395357131902,0.20314934849739003,0.15024387836456302,-0.06063289567828101,-0.172054484486579,0.010965223424136,-0.594933688640594,-0.079891167581081,0.431196093559265,0.28652146458625705
Gd,-0.255256116390228,-0.107868403196334,-0.536162436008453,0.022540083155035,0.067862972617149,0.600591301918029,-0.007325689308345,0.19151034951210003,0.091330632567405,0.077257625758647,-0.142770171165466,-0.25964966416358903,-0.29734560847282404,0.429757714271545,-0.055163688957691005,0.34510985016822804
Tb,-0.067165046930313,-0.21672071516513802,-0.5346047878265381,0.0571267940104,0.108956664800643,0.5494450330734251,0.13050179183483102,0.15835106372833202,-0.066851057112216,0.09819635748863201,0.012590968050062,-0.47642511129379206,-0.31273335218429504,0.410770446062088,-0.012283633463084,0.55218482017517
Dy,-0.158126771450042,-0.226037353277206,-0.6490926742553711,-0.006099989637732,0.09183434396982101,0.5159253478050231,0.076189532876014,0.22204133868217402,-0.072046764194965,0.096474975347518,-0.033217608928680004,-0.472225666046142,-0.21487498283386203,0.44821766018867404,0.070182390511035,0.41216629743576005
Ho,-0.10525547713041301,-0.33794081211090005,-0.589679718017578,-0.045343484729528004,0.023846669122576002,0.52252984046936,0.064017228782176,0.25551551580429,-0.18723440170288003,0.116836830973625,-0.023813094943761003,-0.364239335060119,-0.385893255472183,0.312993675470352,0.09814015030860901,0.43060991168022106
Er,-0.237928658723831,-0.046479433774948,-0.6501834988594051,-0.023218804970383002,0.06145875900983801,0.556476294994354,0.161721020936965,0.175748348236083,-0.14435879886150302,0.133994862437248,0.010389210656285001,-0.44379386305809004,-0.142932251095771,0.39406028389930703,0.022536700591444,0.457541316747665
Tm,-0.239414930343627,-0.132306188344955,-0.640235364437103,-0.10214515030384001,-0.04277316853404,0.540846049785614,0.14843842387199402,0.152763858437538,-0.189507141709327,0.125831589102745,0.13992598652839602,-0.48837020993232705,-0.11303926259279201,0.392347604036331,0.018086059018969,0.41612422466278004
Yb,-0.242181807756423,-0.060801018029451,-0.49919945001602106,0.09759191423654501,0.23976065218448603,0.341522932052612,-0.0050145923160010005,-0.036758724600076,-0.263217985630035,-0.08287306874990401,-0.208417668938636,-0.28704854846000605,-0.237558230757713,-0.045513954013586,0.503550052642822,0.542279779911041
Lu,-0.248949766159057,-0.20921277999877902,-0.636324703693389,-0.114966250956058,-0.162770807743072,0.512850522994995,0.180480763316154,0.22193239629268602,-0.309341520071029,0.097084611654281,0.195380315184593,-0.47924917936325,-0.175846278667449,0.240043506026268,0.054087866097688,0.44288259744644104
Hf,-0.22945885360240903,-0.18182265758514402,-0.5038210153579711,-0.343685567378997,-0.36152958869934004,0.45254260301589905,0.424632281064987,0.42023736238479603,-0.45165091753005904,0.336517125368118,0.217570811510086,-0.337387979030609,-0.25580620765686,0.271148711442947,-0.20672337710857303,0.311874479055404
Ta,-0.08020923286676401,0.12725304067134802,-0.223986908793449,-0.189872458577156,-0.37761911749839705,0.30121704936027505,0.42401134967803905,0.532492995262146,-0.19241213798522902,0.548126459121704,0.41879409551620406,-0.21244668960571203,-0.0037159754429010004,0.21919839084148401,-0.325230717658996,0.038962073624134
W,0.15343277156352902,-0.036981686949729003,0.030121456831693004,-0.284921139478683,-0.48382979631423906,0.073549337685108,0.360298752784729,0.7251817584037781,-0.068679675459861,0.5212323069572441,0.41624879837036105,0.050870791077613005,0.039401516318321006,0.177773892879486,-0.42443007230758606,-0.20543462038040103
Re,0.065745301544666,0.13199976086616502,-0.053948033601045005,-0.589482724666595,-0.24676164984703003,0.064553916454315,0.618219375610351,0.6276887059211731,-0.5280857682228081,0.675458431243896,0.47693467140197704,-0.136757656931877,0.337069332599639,0.18469671905040702,-0.5757842659950251,-0.12202201783657
Os,0.339762657880783,0.12031459808349601,-0.08316400647163301,-0.946349143981933,-0.140575736761093,-0.06285008043050701,0.613036155700683,0.417312502861022,-0.755187690258026,0.578382611274719,0.45582488179206804,0.082209736108779,0.44676813483238204,0.13261158764362302,-0.765288949012756,-0.26537695527076705
Ir,0.42701444029808006,-0.14080975949764202,0.485740959644317,-0.20519126951694402,-0.247625634074211,-0.38607645034790006,-0.045674618333578006,0.078551165759563,0.376552075147628,0.13288491964340202,-0.079792618751525,0.6048759222030641,0.016520638018846002,-0.06200233474373801,-0.408075302839279,-0.511302173137664
Pt,0.48431825637817305,-0.35964858531951904,0.20050144195556602,-0.6332241296768181,-0.06909403204917901,-0.44409900903701705,-0.033056382089853,-0.15104064345359802,-0.101109430193901,0.014556321315467,-0.001011725515127,0.41293913125991805,0.10732246935367501,-0.04653308913111601,-0.32430636882781905,-0.21696703135967202
Au,0.449977099895477,0.036064855754375,0.257777690887451,-0.41737264394760104,0.13057307898998202,-0.465119212865829,0.16536444425582802,-0.303471773862838,-0.471967607736587,-0.047797873616218005,0.187244564294815,0.09167792648077001,0.580044567584991,-0.149049818515777,-0.23351556062698303,-0.296619415283203
Hg,0.278281241655349,0.28232422471046403,0.28352540731430004,-0.27880847454071,0.164339900016784,-0.31866431236267,0.14716148376464802,-0.11533494293689701,-0.38623341917991605,0.025141831487417002,0.124600432813167,0.09122101217508301,0.629965245723724,-0.32103306055068903,-0.379413545131683,-0.297094225883483
Tl,0.1843823492527,0.303153246641159,0.016757573932409002,0.009070029482245001,0.19121758639812403,-0.155504092574119,0.08809492737054801,-0.049157455563545005,-0.507745325565338,-0.10199055820703501,0.046750623732805,0.251656234264373,0.38170009851455605,-0.35118678212165805,0.18036793172359403,-0.409070998430252
Pb,0.092830300331115,0.10377234965562801,0.048139110207557005,-0.035603981465101006,0.07790760695934201,-0.125655949115753,0.18148559331893901,-0.005632121581584,-0.250113695859909,-0.036282517015933005,0.10998713970184301,0.034709032624959,0.24099040031433103,-0.20696638524532301,0.057006888091564005,-0.283877313137054
Bi,-0.236313268542289,0.09765941649675301,0.246293365955352,-0.174692720174789,-0.21827903389930703,-0.24071842432022003,0.13457244634628202,0.016257319599390002,-0.075023181736469,0.000981722609139,0.091679535806179,-0.24036492407321902,0.13600642979145,-0.015789944678544002,-0.305944114923477,-0.441544562578201
Po,0.027817610651254,0.021633174270391003,-0.022265184670686,-0.04998935386538501,-0.011657394468784001,0.035761784762144005,0.019627097994089,0.020544353872537002,-0.017788209021091,0.035650465637445006,-0.041207421571016006,0.043517794460058004,0.000195167958736,0.006509877741336,-0.042149316519498006,-0.0026176571846
At,0.013335119932889002,0.024167034775018,-0.009026061743497,0.046445082873106,0.0035591609776020002,0.030743073672056004,-0.014642775058746001,-0.016754351556301002,0.046803805977106004,0.0035505406558510003,0.023668650537729003,0.030560899525880002,0.014549504965543001,0.003774356096982,0.015185866504907001,0.0051333308219900006
Rn,-0.011943757534027,0.017634008079767,-0.005495369434356001,-0.009976781904697,-0.030205953866243,-0.048440467566251005,-0.007266201078891,-0.025606309995055,0.004871986806392,0.044316384941339,-0.036175560206174004,0.017096769064664,-0.031810570508241,0.023763153702020003,0.028261903673410003,0.044606115669012
Fr,-0.043449845165014,0.042720142751932005,-0.044104326516389,0.007274448871612001,-0.023090172559022,0.029771652072668003,0.023424100130796002,-0.033319331705570006,0.038471434265375005,-0.016308307647705002,-0.033892117440700004,-0.04131926223635601,0.037754368036985,-0.021916961297392002,0.011680435389280002,0.045128908008337
Ra,0.016968358308076,-0.025037158280611004,0.0319683291018,-0.017893504351377,-0.027510179206728002,0.013902675360441001,-0.024473024532198,0.042807821184396,-0.026307214051485003,-0.0237881783396,-0.014349352568387002,-0.004566609859466,-0.039498329162597004,0.003125965595245,-0.045962382107973,-0.016306199133396003
Ac,-0.9182214736938471,0.073024354875087,-0.5950515866279601,0.450472176074981,-0.34500876069068903,0.607715189456939,-0.07224716246128,0.179490327835083,0.29064297676086404,0.057812228798866,0.026626421138644003,-0.7265717387199401,-0.528815686702728,0.25640335679054205,0.17358268797397602,0.606693804264068
Th,-0.353666573762893,-0.067412987351417,-0.8245663046836851,-0.025612143799662004,-0.34652599692344604,0.8099452853202821,0.16133190691471103,0.46946370601654,0.045801490545272,0.17886298894882202,0.044974509626626004,-0.331488221883773,-0.5062099695205681,0.30351185798645003,0.06985341012477801,0.468920320272445
Pa,-0.49801236391067505,0.487306952476501,-0.7456755638122551,-0.00906897522509,-0.263530135154724,0.7496261596679681,0.46481883525848305,0.553796231746673,-0.28181234002113303,0.41299158334732006,0.22721241414546903,-0.47699943184852606,-0.240836128592491,0.18309168517589502,-0.205466210842132,0.432984322309494
U,-0.06162850931286801,0.24364115297794303,-0.34659844636917103,0.056788671761751,-0.442931592464447,0.6400207281112671,0.237543106079101,0.706783056259155,0.170461982488632,0.43672922253608704,0.19122892618179302,-0.102396845817565,-0.31133392453193603,0.022909650579094002,-0.08031091094017001,0.210229903459548
Np,-0.471239656209945,0.44812420010566706,-0.170911476016044,0.29912671446800204,-0.49018582701683006,0.5011664032936091,0.197753608226776,0.673036217689514,0.24325831234455103,0.359023839235305,0.193989545106887,-0.12253379076719201,-0.271932482719421,0.099959872663021,-0.031972069293260005,0.123560406267642
